Title,Congress,House,Sponsor,SponsorParty,LatestAction,LatestActionMonth,LatestActionDay,LatestActionYear,URL
"Supporting the designation of the week of April 11 through April 17, 2019 as ""Black Maternal Health Week"".",116,House,Alma Adams,D,Referred to the Subcommittee on Health.,4,15,2019,https://www.congress.gov/116/bills/hres317/BILLS-116hres317ih.pdf
Affirming that all men and women are created equal.,116,House,Brenda Lawrence,D,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",4,12,2019,https://www.congress.gov/116/bills/hres272/BILLS-116hres272ih.pdf
A resolution commending and congratulating the Lady Bears of Baylor University on winning the 2019 National Collegiate Athletic Association Division I women's basketball championship.,116,Senate,John Cornyn,R,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote. (consideration: CR S2455; text: CR S2441)",4,11,2019,https://www.congress.gov/116/bills/sres163/BILLS-116sres163ats.pdf
A resolution recognizing the Fifth Anniversary of the Chibok Girls Kidnapping by the Boko Haram Terrorist Organization and calling on the Government of Nigeria to redouble efforts to bring an end to the conflict in northeast and central Nigeria and to provide assistance to the victims.,116,Senate,Tammy Baldwin,D,Referred to the Committee on Foreign Relations. (text: CR S2444-2445),4,11,2019,https://www.congress.gov/116/bills/sres170/BILLS-116sres170is.pdf
Menstrual Products Right To Know Act of 2019,116,House,Grace Meng,D,Referred to the Subcommittee on Health.,4,11,2019,https://www.congress.gov/116/bills/hr2268/BILLS-116hr2268ih.pdf
Women and Lung Cancer Research and Preventive Services Act of 2019,116,House,Brendan Boyle,D,Referred to the Subcommittee on Health.,4,11,2019,https://www.congress.gov/116/bills/hr2222/BILLS-116hr2222ih.pdf
Fair and Equal Treatment of Women in the Coast Guard Act,116,House,Chris Pappas,D,Referred to the Subcommittee on Coast Guard and Maritime Transportation.,4,11,2019,https://www.congress.gov/116/bills/hr2276/BILLS-116hr2276ih.pdf
Child Tax Credit for Pregnant Moms Act of 2019,116,Senate,Steve Daines,R,Read twice and referred to the Committee on Finance.,4,11,2019,https://www.congress.gov/116/bills/s1150/BILLS-116s1150is.pdf
A resolution supporting the goals and ideals of Take Our Daughters And Sons To Work Day.,116,Senate,Richard Burr,R,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2392; text: CR S2391)",4,10,2019,https://www.congress.gov/116/bills/sres156/BILLS-116sres156ats.pdf
"A resolution recognizing the week of April 11 through April 17, 2019, as ""Black Maternal Health Week"" to bring national attention to the maternal health crisis in the Black community and the importance of reducing maternal mortality and morbidity among Black women.",116,Senate,Kamala Harris,D,"Referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S2390)",4,10,2019,https://www.congress.gov/116/bills/sres154/BILLS-116sres154is.pdf
Access to Birth Control Act,116,House,CAROLYN MALONEY,D,Referred to the Subcommittee on Health.,4,10,2019,https://www.congress.gov/116/bills/hr2182/BILLS-116hr2182ih.pdf
Women and Lung Cancer Research and Preventive Services Act of 2019,116,Senate,Marco Rubio,R,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4,10,2019,https://www.congress.gov/116/bills/s1107/BILLS-116s1107is.pdf
Violence Against Women Reauthorization Act of 2019,116,House,Karen Bass,D,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 66.,4,10,2019,https://www.congress.gov/116/bills/hr1585/BILLS-116hr1585pcs.pdf
Child Tax Credit for Pregnant Moms Act of 2019,116,House,Mark Meadows,R,Referred to the House Committee on Ways and Means.,4,10,2019,https://www.congress.gov/116/bills/hr2266/BILLS-116hr2266ih.pdf
Access to Birth Control Act,116,Senate,Cory Booker,D,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4,9,2019,https://www.congress.gov/116/bills/s1086/BILLS-116s1086is.pdf
Keeping Girls in School Act,116,Senate,Jeanne Shaheen,D,Read twice and referred to the Committee on Foreign Relations.,4,9,2019,https://www.congress.gov/116/bills/s1071/BILLS-116s1071is.pdf
Pain-Capable Unborn Child Protection Act,116,Senate,Lindsey Graham,R,Committee on the Judiciary. Hearings held.,4,9,2019,https://www.congress.gov/116/bills/s160/BILLS-116s160is.pdf
Combating Sexual Harassment in Science Act of 2019,116,Senate,Kamala Harris,D,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4,8,2019,https://www.congress.gov/116/bills/s1067/BILLS-116s1067is.pdf
Ending Forced Arbitration of Sexual Harassment Act of 2019,116,House,Cheri Bustos,D,"Referred to the Subcommittee on Antitrust, Commercial, and Administrative Law.",4,8,2019,https://www.congress.gov/116/bills/hr1443/BILLS-116hr1443ih.pdf
A resolution commemorating the bicentennial of the birth of Rabbi Isaac Mayer Wise and the 130th anniversary of the founding of the Central Conference of American Rabbis.,116,Senate,Sherrod Brown,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2282; text: CR S2280)",4,4,2019,https://www.congress.gov/116/bills/sres145/BILLS-116sres145ats.pdf
Dismemberment Abortion Ban Act of 2019,116,Senate,Mike Rounds,R,Read twice and referred to the Committee on the Judiciary.,4,4,2019,https://www.congress.gov/116/bills/s1035/BILLS-116s1035is.pdf
"Providing for consideration of the bill (H.R. 1585) to reauthorize the Violence Against Women Act of 1994, and for other purposes.",116,House,Mary Scanlon,D,Motion to reconsider laid on the table Agreed to without objection.,4,3,2019,https://www.congress.gov/116/bills/hres281/BILLS-116hres281eh.pdf
Expressing the sense of the House of Representatives to recognize the crisis of violence against Native women.,116,House,Gwen Moore,D,Referred to the Subcommittee for Indigenous Peoples of the United States.,4,2,2019,https://www.congress.gov/116/bills/hres278/BILLS-116hres278ih.pdf
"Providing for the consideration of the bill (H.R. 962) to amend title 18, United States Code, to prohibit a health care practitioner from failing to exercise the proper degree of care in the case of a child who survives an abortion or attempted abortion.",116,House,Steve Scalise,R,"Motion to Discharge Committee filed by Mr. Scalise. Petition No: 116-1. (<a href=""http://clerk.house.gov/116/lrc/pd/petitions/DisPet0001.xml"">Discharge petition</a> text with signatures.)",4,2,2019,https://www.congress.gov/116/bills/hres102/BILLS-116hres102ih.pdf
Expressing the sense of Congress that female athletes be paid the same as their male counterparts and organizers of world-class competitions actively take part in combating the wage gap.,116,House,Kathy Castor,D,Referred to the House Committee on Education and Labor.,4,2,2019,https://www.congress.gov/116/bills/hconres29/BILLS-116hconres29ih.pdf
Recognizing the significance of equal pay and the disparity between wages paid to men and women.,116,House,Lois Frankel,D,Referred to the House Committee on Education and Labor.,4,2,2019,https://www.congress.gov/116/bills/hconres30/BILLS-116hconres30ih.pdf
Women's Retirement Protection Act,116,Senate,Patty Murray,D,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",4,1,2019,https://www.congress.gov/116/bills/s975/BILLS-116s975is.pdf
Women’s Retirement Protection Act of 2019,116,House,Lauren Underwood,D,"Referred to the Committee on Education and Labor, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",4,1,2019,https://www.congress.gov/116/bills/hr2005/BILLS-116hr2005ih.pdf
"A resolution recognizing the heritage, culture, and contributions of American Indian, Alaska Native, and Native Hawaiian women in the United States.",116,Senate,Lisa Murkowski,R,Resolution agreed to in Senate without amendment and with a preamble by Voice Vote. (text: CR 3/7/2019 S1743-1744),3,28,2019,https://www.congress.gov/116/bills/sres100/BILLS-116sres100ats.pdf
"A resolution recognizing the significance of endometriosis as an unmet chronic disease for women and designating March 2019 as ""Endometriosis Awareness Month"".",116,Senate,Tammy Duckworth,D,Referred to the Committee on the Judiciary. (text: CR S2093),3,28,2019,https://www.congress.gov/116/bills/sres130/BILLS-116sres130is.pdf
"Recognizing linemen, the profession of linemen, the contributions of these brave men and women who protect public safety, and expressing support for the designation of April 18, 2019, as National Lineman Appreciation Day.",116,House,David Rouzer,R,Referred to the Subcommittee on Energy.,3,28,2019,https://www.congress.gov/116/bills/hres262/BILLS-116hres262ih.pdf
MOMMA’s Act,116,House,Robin Kelly,D,Referred to the Subcommittee on Health.,3,28,2019,https://www.congress.gov/116/bills/hr1897/BILLS-116hr1897ih.pdf
Expressing opposition to banning service in the Armed Forces by openly transgender individuals.,116,House,Joseph Kennedy,D,Motion to reconsider laid on the table Agreed to without objection.,3,28,2019,https://www.congress.gov/116/bills/hres124/BILLS-116hres124eh.pdf
Hello Girls Congressional Gold Medal Act of 2019,116,House,Emanuel Cleaver,D,"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",3,28,2019,https://www.congress.gov/116/bills/hr1953/BILLS-116hr1953ih.pdf
National Women’s Hall of Fame Commemorative Coin Act,116,House,Joseph Morelle,D,"Referred to the Committee on Financial Services, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",3,28,2019,https://www.congress.gov/116/bills/hr1982/BILLS-116hr1982ih.pdf
"Expressing support for the designation of Cesar Chavez's birthday, March 31, 2019, as National Border Control Day.",116,House,Paul Gosar,R,Referred to the House Committee on Education and Labor.,3,28,2019,https://www.congress.gov/116/bills/hres268/BILLS-116hres268ih.pdf
"A resolution designating March 2019 as ""National Women's History Month"".",116,Senate,Dianne Feinstein,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2062; text: CR S2056)",3,27,2019,https://www.congress.gov/116/bills/sres125/BILLS-116sres125ats.pdf
MOMMA’s Act,116,Senate,Richard Durbin,D,Read twice and referred to the Committee on Finance. (text: CR S2050-2054),3,27,2019,https://www.congress.gov/116/bills/s916/BILLS-116s916is.pdf
Women and Climate Change Act of 2019,116,House,BARBARA LEE,D,Referred to the Subcommittee on Environment and Climate Change.,3,27,2019,https://www.congress.gov/116/bills/hr1880/BILLS-116hr1880ih.pdf
"Providing for consideration of the bill (H.R. 7) to amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes, and providing for consideration of the resolution (H. Res. 124) expressing opposition to banning service in the Armed Forces by openly transgender individuals.",116,House,Norma Torres,D,Motion to reconsider laid on the table Agreed to without objection.,3,27,2019,https://www.congress.gov/116/bills/hres252/BILLS-116hres252eh.pdf
A joint resolution proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,116,Senate,Robert Menendez,D,Read twice and referred to the Committee on the Judiciary.,3,27,2019,https://www.congress.gov/116/bills/sjres15/BILLS-116sjres15is.pdf
"A resolution designating April 5, 2019, as ""Gold Star Wives Day"".",116,Senate,Richard Burr,R,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (text: CR 2/13/2019 S1328-1329),3,26,2019,https://www.congress.gov/116/bills/sres68/BILLS-116sres68ats.pdf
Women and Climate Change Act of 2019,116,Senate,Mazie Hirono,D,Read twice and referred to the Committee on Foreign Relations. (Sponsor introductory remarks on measure: CR S1989-1991),3,26,2019,https://www.congress.gov/116/bills/s868/BILLS-116s868is.pdf
"Supporting the men and women who carry out the essential mission of the U.S. Border Patrol, the Office of Field Operations, and Air and Marine Operations of the Department of Homeland Security.",116,House,John Moolenaar,R,Referred to the Subcommittee on Immigration and Citizenship.,3,25,2019,https://www.congress.gov/116/bills/hres170/BILLS-116hres170ih.pdf
Protecting Women Act of 2019,116,House,Debbie Lesko,R,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",3,25,2019,https://www.congress.gov/116/bills/hr1239/BILLS-116hr1239ih.pdf
Empowering Law Enforcement to Fight Sex Trafficking Demand Act of 2019,116,House,Vicky Hartzler,R,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",3,25,2019,https://www.congress.gov/116/bills/hr1110/BILLS-116hr1110ih.pdf
Born-Alive Abortion Survivors Protection Act,116,House,Ann Wagner,R,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",3,22,2019,https://www.congress.gov/116/bills/hr962/BILLS-116hr962ih.pdf
Empower our Girls Act,116,House,Scott Perry,R,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",3,22,2019,https://www.congress.gov/116/bills/hr960/BILLS-116hr960ih.pdf
Protect our Girls Act of 2019,116,House,Scott Perry,R,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",3,22,2019,https://www.congress.gov/116/bills/hr959/BILLS-116hr959ih.pdf
No Tax Deductions for Sexual Harasser Buyouts Act,116,House,CAROLYN MALONEY,D,Referred to the House Committee on Ways and Means.,3,18,2019,https://www.congress.gov/116/bills/hr1829/BILLS-116hr1829ih.pdf
Ending Secrecy About Workplace Sexual Harassment Act,116,House,CAROLYN MALONEY,D,Referred to the House Committee on Education and Labor.,3,18,2019,https://www.congress.gov/116/bills/hr1828/BILLS-116hr1828ih.pdf
Newborn Care Improvement Act of 2019,116,Senate,Amy Klobuchar,D,Read twice and referred to the Committee on Veterans' Affairs.,3,14,2019,https://www.congress.gov/116/bills/s835/BILLS-116s835is.pdf
Recognizing Women's History Month and the historic contributions of women to the American labor movement.,116,House,Adriano Espaillat,D,Referred to the House Committee on Education and Labor.,3,14,2019,https://www.congress.gov/116/bills/hres235/BILLS-116hres235ih.pdf
Equal Access to Abortion Coverage in Health Insurance (EACH Woman) Act of 2019,116,House,BARBARA LEE,D,Referred to the Subcommittee on Health.,3,13,2019,https://www.congress.gov/116/bills/hr1692/BILLS-116hr1692ih.pdf
"Recognizing the contributions made by the men and women of the Air Force who are responsible for operating and maintaining the Global Positioning System constellation and affirming the importance of continuous availability, accuracy, reliability, and resiliency of the Global Positioning System constellation.",116,House,David Loebsack,D,Referred to the Subcommittee on Strategic Forces.,3,13,2019,https://www.congress.gov/116/bills/hres219/BILLS-116hres219ih.pdf
Equal Access to Abortion Coverage in Health Insurance (EACH Woman) Act of 2019,116,Senate,Tammy Duckworth,D,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",3,12,2019,https://www.congress.gov/116/bills/s758/BILLS-116s758is.pdf
Recognizing Girl Scouts of the United States of America on its 107th birthday and the importance of the all-girl space offered by Girl Scouts.,116,House,Earl Carter,R,Referred to the House Committee on Oversight and Reform.,3,12,2019,https://www.congress.gov/116/bills/hres217/BILLS-116hres217ih.pdf
Supporting the goals and ideals of National Women Veterans Recognition Week.,116,House,Al Lawson,D,Referred to the House Committee on Oversight and Reform.,3,11,2019,https://www.congress.gov/116/bills/hres213/BILLS-116hres213ih.pdf
Expressing the sense of the House of Representatives that the Senate should give its advice and consent to the ratification of the Convention on the Elimination of All Forms of Discrimination Against Women.,116,House,CAROLYN MALONEY,D,Referred to the House Committee on Foreign Affairs.,3,8,2019,https://www.congress.gov/116/bills/hres200/BILLS-116hres200ih.pdf
Women and Countering Violent Extremism Act of 2019,116,House,Lois Frankel,D,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",3,8,2019,https://www.congress.gov/116/bills/hr1653/BILLS-116hr1653ih.pdf
A resolution supporting the goals of International Women's Day.,116,Senate,Jeanne Shaheen,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote. (consideration: CR S1746-1747; text: S1744-1745)",3,7,2019,https://www.congress.gov/116/bills/sres101/BILLS-116sres101ats.pdf
Quality Care for Moms and Babies Act,116,House,ELIOT ENGEL,D,Referred to the Subcommittee on Health.,3,7,2019,https://www.congress.gov/116/bills/hr1551/BILLS-116hr1551ih.pdf
Reproductive Rights are Human Rights Act of 2019,116,Senate,Robert Menendez,D,Read twice and referred to the Committee on Foreign Relations.,3,7,2019,https://www.congress.gov/116/bills/s707/BILLS-116s707is.pdf
21st Century STEM for Girls and Underrepresented Minorities Act,116,House,Joyce Beatty,D,Referred to the House Committee on Education and Labor.,3,7,2019,https://www.congress.gov/116/bills/hr1591/BILLS-116hr1591ih.pdf
Reproductive Rights are Human Rights Act of 2019,116,House,Katherine Clark,D,Referred to the House Committee on Foreign Affairs.,3,7,2019,https://www.congress.gov/116/bills/hr1581/BILLS-116hr1581ih.pdf
"Recognizing the heritage, culture, and contributions of American Indian, Alaska Native, and Native Hawaiian women in the United States.",116,House,Debra Haaland,D,Referred to the Subcommittee for Indigenous Peoples of the United States.,3,6,2019,https://www.congress.gov/116/bills/hres173/BILLS-116hres173ih.pdf
Pain-Capable Unborn Child Protection Act,116,House,CHRISTOPHER SMITH,R,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",3,5,2019,https://www.congress.gov/116/bills/hr784/BILLS-116hr784ih.pdf
Protecting Our Widows and Widowers in Retirement (POWR) Act,116,House,Linda Sánchez,D,Referred to the House Committee on Ways and Means.,3,5,2019,https://www.congress.gov/116/bills/hr1540/BILLS-116hr1540ih.pdf
Supporting the goals and ideals of National Women's History Month.,116,House,MIKE THOMPSON,D,Referred to the House Committee on Oversight and Reform.,3,5,2019,https://www.congress.gov/116/bills/hres171/BILLS-116hres171ih.pdf
Stop Shackling and Detaining Pregnant Women Act,116,Senate,Patty Murray,D,Read twice and referred to the Committee on the Judiciary.,3,5,2019,https://www.congress.gov/116/bills/s648/BILLS-116s648is.pdf
A concurrent resolution authorizing the use of Emancipation Hall in the Capitol Visitor Center for an event to celebrate the birthday of King Kamehameha I.,116,Senate,Brian Schatz,D,Referred to the Committee on Rules and Administration.,3,4,2019,https://www.congress.gov/116/bills/sconres8/BILLS-116sconres8is.pdf
Protecting the Dignity of Unborn Children Act of 2019,116,House,Robert Latta,R,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",3,4,2019,https://www.congress.gov/116/bills/hr671/BILLS-116hr671ih.pdf
Child Interstate Abortion Notification Act,116,House,Mike Johnson,R,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",3,4,2019,https://www.congress.gov/116/bills/hr611/BILLS-116hr611ih.pdf
Preventing Sexual Abuse of K–12 Students Act of 2019,116,House,Ted Lieu,D,Referred to the House Committee on Education and Labor.,3,4,2019,https://www.congress.gov/116/bills/hr1486/BILLS-116hr1486ih.pdf
Protecting Domestic Violence and Stalking Victims Act,116,House,Anthony Brown,D,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",2,25,2019,https://www.congress.gov/116/bills/hr511/BILLS-116hr511ih.pdf
No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2019,116,House,CHRISTOPHER SMITH,R,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",2,25,2019,https://www.congress.gov/116/bills/hr20/BILLS-116hr20ih.pdf
Women Veterans and Families Health Services Act of 2019,116,House,RICK LARSEN,D,Referred to the Subcommittee on Health.,2,22,2019,https://www.congress.gov/116/bills/hr955/BILLS-116hr955ih.pdf
Supporting the goals and ideals of International Mother Language Day in bringing attention to the importance of preserving linguistic and cultural heritage through education.,116,House,Grace Meng,D,Referred to the House Committee on Oversight and Reform.,2,19,2019,https://www.congress.gov/116/bills/hres139/BILLS-116hres139ih.pdf
VAWA Protections for Rural Women Act of 2019,116,House,Vicente Gonzalez,D,Referred to the House Committee on Financial Services.,2,19,2019,https://www.congress.gov/116/bills/hr1310/BILLS-116hr1310ih.pdf
"A resolution designating the week of February 16 through 23, 2019, as ""National FFA Week,"" recognizing the important role of the National FFA Organization in developing young leaders, and celebrating 50 years of female membership in the National FFA Organization.",116,Senate,Christopher Coons,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S1392-1393; text: CR S1391)",2,14,2019,https://www.congress.gov/116/bills/sres77/BILLS-116sres77ats.pdf
A resolution calling on the Kingdom of Saudi Arabia to immediately release Saudi Women's Rights activists and respect the fundamental rights of all Saudi citizens.,116,Senate,Marco Rubio,R,Referred to the Committee on Foreign Relations.,2,14,2019,https://www.congress.gov/116/bills/sres73/BILLS-116sres73is.pdf
To provide for the retention and service of transgender individuals in the Armed Forces.,116,House,Jackie Speier,D,Referred to the Subcommittee on Military Personnel.,2,8,2019,https://www.congress.gov/116/bills/hr1032/BILLS-116hr1032ih.pdf
Protecting Immigrant Victims of Domestic Violence Act,116,Senate,Amy Klobuchar,D,Read twice and referred to the Committee on the Judiciary.,2,7,2019,https://www.congress.gov/116/bills/s415/BILLS-116s415is.pdf
A bill to provide for the retention and service of transgender individuals in the Armed Forces.,116,Senate,Kirsten Gillibrand,D,Read twice and referred to the Committee on Armed Services.,2,7,2019,https://www.congress.gov/116/bills/s373/BILLS-116s373is.pdf
Tulare Youth Recreation and Women’s History Enhancement Act,116,House,Devin Nunes,R,"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",2,5,2019,https://www.congress.gov/116/bills/hr340/BILLS-116hr340ih.pdf
Violence Against Women Health Act of 2019,116,House,Debbie Dingell,D,Referred to the House Committee on Energy and Commerce.,2,5,2019,https://www.congress.gov/116/bills/hr973/BILLS-116hr973ih.pdf
Women Veterans and Families Health Services Act of 2019,116,Senate,Patty Murray,D,Read twice and referred to the Committee on Veterans' Affairs.,2,4,2019,https://www.congress.gov/116/bills/s319/BILLS-116s319is.pdf
Women’s Public Health and Safety Act,116,House,Sean Duffy,R,Referred to the House Committee on Energy and Commerce.,1,30,2019,https://www.congress.gov/116/bills/hr888/BILLS-116hr888ih.pdf
Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,116,House,CAROLYN MALONEY,D,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",1,29,2019,https://www.congress.gov/116/bills/hjres35/BILLS-116hjres35ih.pdf
Expressing the sense of the House of Representatives regarding the need for State legislatures to pass comprehensive sexual assault kit reforms by 2021.,116,House,David Joyce,R,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",1,28,2019,https://www.congress.gov/116/bills/hres81/BILLS-116hres81ih.pdf
"Expressing support for the designation of a ""Women's Health Research Day"".",116,House,JANICE SCHAKOWSKY,D,Referred to the Subcommittee on Health.,1,25,2019,https://www.congress.gov/116/bills/hres76/BILLS-116hres76ih.pdf
"Recognizing the importance of access to comprehensive, high-quality, life-affirming medical care for women of all ages.",116,House,Andy Biggs,R,Referred to the Subcommittee on Health.,1,25,2019,https://www.congress.gov/116/bills/hres16/BILLS-116hres16ih.pdf
Ultrasound Informed Consent Act,116,House,Jeff Duncan,R,Referred to the Subcommittee on Health.,1,25,2019,https://www.congress.gov/116/bills/hr634/BILLS-116hr634ih.pdf
"A resolution expressing support for the designation of a ""Women's Health Research Day"".",116,Senate,Tammy Duckworth,D,"Referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S681)",1,25,2019,https://www.congress.gov/116/bills/sres29/BILLS-116sres29is.pdf
National Lyme and Tick-Borne Diseases Control and Accountability Act of 2019,116,House,CHRISTOPHER SMITH,R,Referred to the Subcommittee on Health.,1,25,2019,https://www.congress.gov/116/bills/hr220/BILLS-116hr220ih.pdf
NEWBORN Act,116,House,Steve Cohen,D,Referred to the Subcommittee on Health.,1,25,2019,https://www.congress.gov/116/bills/hr117/BILLS-116hr117ih.pdf
"To amend the Public Health Service Act to ensure appropriate care by certain 340B covered entities for victims of sexual assault, and for other purposes.",116,House,H. Griffith,R,Referred to the Subcommittee on Health.,1,25,2019,https://www.congress.gov/116/bills/hr461/BILLS-116hr461ih.pdf
Title X Abortion Provider Prohibition Act,116,House,Virginia Foxx,R,Referred to the Subcommittee on Health.,1,25,2019,https://www.congress.gov/116/bills/hr296/BILLS-116hr296ih.pdf
Hello Girls Congressional Gold Medal Act of 2019,116,Senate,Jon Tester,D,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",1,24,2019,https://www.congress.gov/116/bills/s206/BILLS-116s206is.pdf
"To amend title 38, United States Code, to provide for the eligibility for beneficiary travel for veterans seeking treatment or care for military sexual trauma in specialized outpatient or residential programs at facilities of the Department of Veterans Affairs, and for other purposes.",116,House,Jackie Walorski,R,Referred to the House Committee on Veterans' Affairs.,1,23,2019,https://www.congress.gov/116/bills/hr713/BILLS-116hr713ih.pdf
A bill to prohibit taxpayer funded abortions.,116,Senate,Roger Wicker,R,Cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 48 - 47. Record Vote Number: 7. (CR S288),1,17,2019,https://www.congress.gov/116/bills/s109/BILLS-116s109pcs.pdf
Protect Funding for Women's Health Care Act,116,Senate,Joni Ernst,R,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S275-276)",1,16,2019,https://www.congress.gov/116/bills/s141/BILLS-116s141is.pdf
Memorializing the unborn by lowering the United States flag to half-staff on the 22d day of January each year.,116,House,Jody Hice,R,Referred to the House Committee on Oversight and Reform.,1,16,2019,https://www.congress.gov/116/bills/hres50/BILLS-116hres50ih.pdf
Protecting Domestic Violence and Stalking Victims Act of 2019,116,Senate,Amy Klobuchar,D,Read twice and referred to the Committee on the Judiciary.,1,15,2019,https://www.congress.gov/116/bills/s120/BILLS-116s120is.pdf
Child Interstate Abortion Notification Act,116,Senate,Marco Rubio,R,Read twice and referred to the Committee on the Judiciary.,1,15,2019,https://www.congress.gov/116/bills/s119/BILLS-116s119is.pdf
MOMS Act,116,Senate,Kirsten Gillibrand,D,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",1,15,2019,https://www.congress.gov/116/bills/s116/BILLS-116s116is.pdf
Title X Abortion Provider Prohibition Act,116,Senate,Marsha Blackburn,R,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",1,10,2019,https://www.congress.gov/116/bills/s105/BILLS-116s105is.pdf
Birthright Citizenship Act of 2019,116,House,Steve King,R,Referred to the Subcommittee on Immigration and Citizenship.,1,3,2019,https://www.congress.gov/116/bills/hr140/BILLS-116hr140ih.pdf
No Abortion Bonds Act,116,House,Jason Smith,R,Referred to the House Committee on Ways and Means.,1,3,2019,https://www.congress.gov/116/bills/hr219/BILLS-116hr219ih.pdf
To amend the Internal Revenue Code of 1986 to allow the child tax credit with respect to stillbirths.,116,House,H. Griffith,R,Referred to the House Committee on Ways and Means.,1,3,2019,https://www.congress.gov/116/bills/hr58/BILLS-116hr58ih.pdf
Expressing the sense of the House of Representatives regarding the need for State legislatures to pass comprehensive sexual assault kit reforms.,117,House,David Joyce,R,Referred to the House Committee on the Judiciary.,11,22,2022,https://www.congress.gov/117/bills/hres1492/BILLS-117hres1492ih.pdf
A concurrent resolution expressing support for the Geneva Consensus Declaration on Promoting Women's Health and Strengthening the Family and urging that the United States be added as a signatory.,117,Senate,Steve Daines,R,Referred to the Committee on Foreign Relations. (text: CR S6786-6787),11,17,2022,https://www.congress.gov/117/bills/sconres49/BILLS-117sconres49is.pdf
"A bill to amend the Child Nutrition Act of 1966 to require the authorization of frozen fruits and vegetables under the special supplemental nutrition program for women, infants, and children.",117,Senate,Roger Marshall,R,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",11,17,2022,https://www.congress.gov/117/bills/s5116/BILLS-117s5116is.pdf
"A bill to make a technical amendment to the Violence Against Women Act of 1994, and for other purposes.",117,Senate,Mazie Hirono,D,"Introduced in the Senate, read twice, considered, read the third time, and passed without amendment by Unanimous Consent. (consideration: CR S6762-6763; text: CR S6762)",11,17,2022,https://www.congress.gov/117/bills/s7/BILLS-117s7es.pdf
Expressing support for the Geneva Consensus Declaration on Promoting Women's Health and Strengthening the Family and urging that the United States be added as a signatory.,117,House,Jim Banks,R,Referred to the House Committee on Foreign Affairs.,11,17,2022,https://www.congress.gov/117/bills/hconres115/BILLS-117hconres115ih.pdf
Supporting the goals and principles of Transgender Day of Remembrance by recognizing the epidemic of violence toward transgender people and memorializing the lives lost this year.,117,House,Marie Newman,D,Referred to the House Committee on the Judiciary.,11,17,2022,https://www.congress.gov/117/bills/hres1488/BILLS-117hres1488ih.pdf
