title,Congress,House,Sponsor,Sponsor.Party,LatestAction,LatestActionMonth,LatestActionDay,LatestActionYear,URL,term
"Supporting the goals and ideals of the National Day of Silence in bringing attention to anti-lesbian, gay, bisexual, and transgender name-calling, bullying, and harassment faced by individuals in schools.",111,House,ELIOT ENGEL,D,"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education.",5,14,2009,https://www.congress.gov/111/bills/hconres92/BILLS-111hconres92ih.pdf,sex
"Supporting the goals and ideals of the National Day of Silence in bringing attention to anti-lesbian, gay, bisexual, and transgender name-calling, bullying, and harassment faced by individuals in schools.",111,House,ELIOT ENGEL,D,"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education.",5,14,2009,https://www.congress.gov/111/bills/hconres92/BILLS-111hconres92ih.pdf,gender
Recognizing the 30th anniversary of the election of Margaret Thatcher as the first female Prime Minister of Great Britain.,111,House,Ted Poe,R,Motion to reconsider laid on the table Agreed to without objection.,5,12,2009,https://www.congress.gov/111/bills/hres378/BILLS-111hres378eh.pdf,female
Celebrating the role of mothers in the United States and supporting the goals and ideals of Mother's Day.,111,House,Jeff Fortenberry,R,Motion to reconsider laid on the table Agreed to without objection.,5,12,2009,https://www.congress.gov/111/bills/hres388/BILLS-111hres388eh.pdf,mother
A resolution commemorating and acknowledging the dedication and sacrifice made by the men and women who have lost their lives while serving as law enforcement officers.,111,Senate,Patrick Leahy,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S5339; text as passed Senate: CR S5339; text of measure as introduced: CR S5332)",5,11,2009,https://www.congress.gov/111/bills/sres140/BILLS-111sres140ats.pdf,women
Celebrating the life of President Gerald R. Ford on what would have been his 96th birthday.,111,House,VERNON EHLERS,R,Referred to the House Committee on Oversight and Government Reform.,5,6,2009,https://www.congress.gov/111/bills/hres409/BILLS-111hres409ih.pdf,birth
A resolution recognizing the members of the United States Army and the physicians of Maine Medical Center for the open-heart surgery they performed on a 6-year-old Iraqi girl.,111,Senate,Olympia Snowe,R,Referred to the Committee on Armed Services. (text of measure as introduced: CR S5085),5,4,2009,https://www.congress.gov/111/bills/sres127/BILLS-111sres127is.pdf,girl
Expressing the sense of the House of Representatives that all Americans should participate in a moment of silence to reflect upon the service and sacrifice of members of the United States Armed Forces both at home and abroad.,111,House,Gary Peters,D,Referred to the Subcommittee on Military Personnel.,4,27,2009,https://www.congress.gov/111/bills/hres284/BILLS-111hres284ih.pdf,mom
Expressing the sense of the House of Representatives that all Americans should participate in a moment of silence to reflect upon the service and sacrifice of members of the United States Armed Forces both at home and abroad.,111,House,ZACH WAMP,R,Referred to the Subcommittee on Military Personnel.,4,27,2009,https://www.congress.gov/111/bills/hres256/BILLS-111hres256ih.pdf,mom
Expressing the sense of Congress that the Shi'ite Personal Status Law in Afghanistan violates the fundamental human rights of women and should be repealed.,111,House,CAROLYN MALONEY,D,Referred to the House Committee on Foreign Affairs.,4,23,2009,https://www.congress.gov/111/bills/hconres108/BILLS-111hconres108ih.pdf,women
"A resolution commending the bravery of the girls who attend the Mirwais School for Girls in Kandahar, Afghanistan.",111,Senate,Mike Crapo,R,Read twice and referred to the Committee on Foreign Relations. (text of measure as introduced: CR S4586),4,22,2009,https://www.congress.gov/111/bills/sres109/BILLS-111sres109is.pdf,girl
Recognizing the disparate impact of climate change on women and the efforts of women globally to address climate change.,111,House,BARBARA LEE,D,Referred to the Subcommittee on Energy and Environment.,4,21,2009,https://www.congress.gov/111/bills/hconres98/BILLS-111hconres98ih.pdf,women
To prohibit funding organizations that support or participate in coercive abortion or involuntary sterilization.,111,House,F. SENSENBRENNER,R,Referred to the House Committee on Foreign Affairs.,4,2,2009,https://www.congress.gov/111/bills/hr1967/BILLS-111hr1967ih.pdf,abortion
A resolution congratulating the Morningside College women's basketball team for winning the 2009 National Association of Intercollegiate Athletics (NAIA) Division II championship.,111,Senate,THOMAS HARKIN,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S4106; text as passed Senate: CR S4106; text of measure as introduced: CR S4086-4087)",3,31,2009,https://www.congress.gov/111/bills/sres96/BILLS-111sres96ats.pdf,women
"Expressing the strong concern of the House of Representatives about the actions of the Taliban in Swat, Pakistan, to restrict girls' access to education.",111,House,CAROLYN MALONEY,D,Referred to the House Committee on Foreign Affairs.,3,18,2009,https://www.congress.gov/111/bills/hres262/BILLS-111hres262ih.pdf,girl
Honoring Ms. Lois Burton for setting an example for all women through her influence and dedication to the Choctaw Nation and to improved health care and education in honor of Women's History Month.,111,House,Dan Boren,D,Referred to the House Committee on Natural Resources.,3,17,2009,https://www.congress.gov/111/bills/hres253/BILLS-111hres253ih.pdf,women
Proposing an amendment to the Constitution of the United States relating to equality of rights and reproductive rights.,111,House,JESSE JACKSON,D,"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",3,16,2009,https://www.congress.gov/111/bills/hjres31/BILLS-111hjres31ih.pdf,reproductive
Congratulating Miss Katie Stam for being crowned Miss America 2009 and thanking the participants in and supporters of the Miss America Competition for their contributions to young women's lives and communities.,111,House,BARON HILL,D,Referred to the House Committee on Oversight and Government Reform.,3,16,2009,https://www.congress.gov/111/bills/hres245/BILLS-111hres245ih.pdf,women
"To amend the Federal Election Campaign Act of 1971 to require the principal campaign committee of a candidate for election to the office of President to include with the committee's statement of organization a copy of the candidate's birth certificate, together with such other documentation as may be necessary to establish that the candidate meets the qualifications for eligibility to the Office of President under the Constitution.",111,House,Bill Posey,R,Referred to the House Committee on House Administration.,3,12,2009,https://www.congress.gov/111/bills/hr1503/BILLS-111hr1503ih.pdf,birth
"Newborn, Child, and Mother Survival Act of 2009",111,House,BETTY MCCOLLUM,D,Referred to the House Committee on Foreign Affairs.,3,10,2009,https://www.congress.gov/111/bills/hr1410/BILLS-111hr1410ih.pdf,born
"To amend title VII of the Civil Rights Act of 1964 and the Age Discrimination in Employment Act of 1967, and to modify the operation of the Americans with Disabilities Act of 1990 and the Rehabilitation Act of 1973, to clarify that a discriminatory compensation decision or other practice that is unlawful under such Acts occurs each time compensation is paid pursuant to the discriminatory compensation decision or other practice, to amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",111,House,GEORGE MILLER,D,"Referred to the Subcommittee on Health, Employment, Labor, and Pensions.",3,6,2009,https://www.congress.gov/111/bills/hr11/BILLS-111hr11rfs.pdf,sex
"Honoring the life of Claiborne Pell, distinguished former Senator from the State of Rhode Island.",111,House,GEORGE MILLER,D,"Referred to the Subcommittee on Higher Education, Lifelong Learning, and Competitiveness.",3,6,2009,https://www.congress.gov/111/bills/hres50/BILLS-111hres50eh.pdf,born
Expressing the sense of the House of Representatives that the Commissioner of Food and Drugs should evaluate the scientific evidence on the question of whether to add more folic acid to enriched grain products and expand folic acid fortification into cornmeal and corn-based food products to help prevent further serious birth defects.,111,House,PETE SESSIONS,R,Referred to the Subcommittee on Health.,3,3,2009,https://www.congress.gov/111/bills/hres202/BILLS-111hres202ih.pdf,birth
"To amend title 5, United States Code, to permit access to databases maintained by the Federal Emergency Management Agency for purposes of complying with sex offender registry and notification laws, and for other purposes.",111,House,Ted Poe,R,"Referred to the Subcommittee on Information Policy, Census, and National Archives.",2,24,2009,https://www.congress.gov/111/bills/hr434/BILLS-111hr434ih.pdf,sex
Commemorating the life and legacy of President Abraham Lincoln on the bicentennial of his birth.,111,House,Phil Hare,D,Motion to reconsider laid on the table Agreed to without objection.,2,13,2009,https://www.congress.gov/111/bills/hres139/BILLS-111hres139eh.pdf,birth
"Expressing the sense of the House of Representatives that Robert Burns was a true friend of the United States, that his work inspired the citizens of this Nation, as well as his native Scotland, and that the annual celebration of his birth is a tradition that transcends national boundaries, and as a result, should be observed in communities around the world.",111,House,MIKE MCINTYRE,D,Referred to the House Committee on Foreign Affairs.,2,13,2009,https://www.congress.gov/111/bills/hres169/BILLS-111hres169ih.pdf,birth
Expressing the sense of Congress that national health care reform should ensure that the health care needs of women and of all individuals in the United States are met.,111,House,JANICE SCHAKOWSKY,D,Referred to the Subcommittee on Health.,2,12,2009,https://www.congress.gov/111/bills/hconres48/BILLS-111hconres48ih.pdf,women
"Commemorating the 200th anniversary of the birth of Abraham Lincoln, the 16th President of the United States of America.",111,House,Trent Franks,R,Referred to the House Committee on Oversight and Government Reform.,2,12,2009,https://www.congress.gov/111/bills/hres165/BILLS-111hres165ih.pdf,birth
"Requiring the President to issue each year a proclamation recognizing the anniversary of the birth of President Abraham Lincoln, and for other purposes.",111,House,Aaron Schock,R,Referred to the House Committee on Oversight and Government Reform.,2,12,2009,https://www.congress.gov/111/bills/hjres22/BILLS-111hjres22ih.pdf,birth
A resolution commemorating the life and legacy of President Abraham Lincoln on the bicentennial of his birth.,111,Senate,Richard Durbin,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2169-2170; text as passed Senate: CR S2169-2170; text of measure as introduced: CR S2248)",2,12,2009,https://www.congress.gov/111/bills/sres38/BILLS-111sres38ats.pdf,birth
"Recognizing the 450th birthday of the settlement of Pensacola, Florida, and encouraging the people of the United States to observe the 450th birthday of the settlement of Pensacola, Florida, and remember how the rich history of Pensacola, Florida, has likewise contributed to the rich history of the United States, and for other purposes.",111,House,Jeff Miller,R,Referred to the House Committee on Oversight and Government Reform.,2,12,2009,https://www.congress.gov/111/bills/hres166/BILLS-111hres166ih.pdf,birth
A concurrent resolution expressing the sense of Congress that national health care reform should ensure that the health care needs of women and of all individuals in the United States are met.,111,Senate,Debbie Stabenow,D,"Referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S2164-2165)",2,11,2009,https://www.congress.gov/111/bills/sconres6/BILLS-111sconres6is.pdf,women
"To amend the Immigration and Nationality Act to limit citizenship at birth, merely by virtue of birth in the United States, to persons with citizen or legal resident mothers.",111,House,ELTON GALLEGLY,R,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",2,9,2009,https://www.congress.gov/111/bills/hr126/BILLS-111hr126ih.pdf,birth
"To amend the Immigration and Nationality Act to limit citizenship at birth, merely by virtue of birth in the United States, to persons with citizen or legal resident mothers.",111,House,ELTON GALLEGLY,R,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",2,9,2009,https://www.congress.gov/111/bills/hr126/BILLS-111hr126ih.pdf,mother
Expressing the sense of the Congress regarding sexual assaults and rape in the military.,111,House,JANE HARMAN,D,Referred to the Subcommittee on Military Personnel.,2,6,2009,https://www.congress.gov/111/bills/hconres28/BILLS-111hconres28ih.pdf,sex
Authorizing the use of the rotunda of the Capitol for a ceremony in honor of the bicentennial of the birth of President Abraham Lincoln.,111,House,JESSE JACKSON,D,Message on Senate action sent to the House.,2,4,2009,https://www.congress.gov/111/bills/hconres27/BILLS-111hconres27enr.pdf,birth
Recognizing Edgar Allan Poe for his literary contributions to American history on the 200th anniversary of his birth.,111,House,Ted Poe,R,Referred to the House Committee on Oversight and Government Reform.,1,28,2009,https://www.congress.gov/111/bills/hres99/BILLS-111hres99ih.pdf,birth
To amend title II of the Social Security Act to provide for full benefits for disabled widows and widowers without regard to age.,111,House,NITA LOWEY,D,Referred to the House Committee on Ways and Means.,1,28,2009,https://www.congress.gov/111/bills/hr772/BILLS-111hr772ih.pdf,widows
To restrict assistance to foreign organizations that perform or actively promote abortions.,111,House,CHRISTOPHER SMITH,R,Referred to the House Committee on Foreign Affairs.,1,27,2009,https://www.congress.gov/111/bills/hr708/BILLS-111hr708ih.pdf,abortion
"Observing the birthday of Martin Luther King, Jr., and encouraging the people of the United States to observe the birthday of Martin Luther King, Jr., and the life and legacy of Dr. Martin Luther King, Jr., and for other purposes.",111,House,JOHN LEWIS,D,Motion to reconsider laid on the table Agreed to without objection.,1,21,2009,https://www.congress.gov/111/bills/hres73/BILLS-111hres73eh.pdf,birth
Stillbirth Awareness and Research Act of 2009,111,House,PETER KING,R,Referred to the Subcommittee on Health.,1,15,2009,https://www.congress.gov/111/bills/hr521/BILLS-111hr521ih.pdf,birth
Expressing the sense of the House of Representatives with respect to pregnancy resource centers.,111,House,CLIFF STEARNS,R,Referred to the Subcommittee on Health.,1,14,2009,https://www.congress.gov/111/bills/hres21/BILLS-111hres21ih.pdf,pregnancy
Medicaid Newborn Coverage Act of 2009,111,House,JOSE SERRANO,D,Referred to the Subcommittee on Health.,1,14,2009,https://www.congress.gov/111/bills/hr180/BILLS-111hr180ih.pdf,born
To amend titles XIX and XXI of the Social Security Act to permit States to ensure coverage without a 5-year delay of certain children and pregnant women under the Medicaid program and SCHIP.,111,House,GENE GREEN,D,Referred to the Subcommittee on Health.,1,14,2009,https://www.congress.gov/111/bills/hr465/BILLS-111hr465ih.pdf,women
To amend titles XIX and XXI of the Social Security Act to permit States to ensure coverage without a 5-year delay of certain children and pregnant women under the Medicaid program and SCHIP.,111,House,GENE GREEN,D,Referred to the Subcommittee on Health.,1,14,2009,https://www.congress.gov/111/bills/hr465/BILLS-111hr465ih.pdf,pregnant
Celebrating the life of President Ronald Wilson Reagan on what would have been the anniversary of his 98th birthday.,111,House,Tom McClintock,R,Referred to the House Committee on Oversight and Government Reform.,1,13,2009,https://www.congress.gov/111/bills/hres54/BILLS-111hres54ih.pdf,birth
"Acknowledging the 40th anniversary of the election of Shirley Anita St. Hill Chisholm, the first African-American woman in Congress.",111,House,BARBARA LEE,D,Referred to the House Committee on House Administration.,1,8,2009,https://www.congress.gov/111/bills/hres36/BILLS-111hres36ih.pdf,woman
"Denouncing the practices of female genital mutilation, domestic violence, ""honor"" killings, acid burnings, dowry deaths, and other gender- based persecutions, expressing the sense of Congress that participation, protection, recognition, and equality of women is crucial to achieving a just, moral and peaceful society, and for other purposes.",111,House,SHEILA JACKSON-LEE,D,Referred to the House Committee on Foreign Affairs.,1,7,2009,https://www.congress.gov/111/bills/hjres10/BILLS-111hjres10ih.pdf,women
"Denouncing the practices of female genital mutilation, domestic violence, ""honor"" killings, acid burnings, dowry deaths, and other gender- based persecutions, expressing the sense of Congress that participation, protection, recognition, and equality of women is crucial to achieving a just, moral and peaceful society, and for other purposes.",111,House,SHEILA JACKSON-LEE,D,Referred to the House Committee on Foreign Affairs.,1,7,2009,https://www.congress.gov/111/bills/hjres10/BILLS-111hjres10ih.pdf,female
"Denouncing the practices of female genital mutilation, domestic violence, ""honor"" killings, acid burnings, dowry deaths, and other gender- based persecutions, expressing the sense of Congress that participation, protection, recognition, and equality of women is crucial to achieving a just, moral and peaceful society, and for other purposes.",111,House,SHEILA JACKSON-LEE,D,Referred to the House Committee on Foreign Affairs.,1,7,2009,https://www.congress.gov/111/bills/hjres10/BILLS-111hjres10ih.pdf,domestic violence
"Denouncing the practices of female genital mutilation, domestic violence, ""honor"" killings, acid burnings, dowry deaths, and other gender- based persecutions, expressing the sense of Congress that participation, protection, recognition, and equality of women is crucial to achieving a just, moral and peaceful society, and for other purposes.",111,House,SHEILA JACKSON-LEE,D,Referred to the House Committee on Foreign Affairs.,1,7,2009,https://www.congress.gov/111/bills/hjres10/BILLS-111hjres10ih.pdf,gender
"A resolution relative to the death of the Honorable Claiborne de Borda Pell, former United States Senator for the State of Rhode Island.",111,Senate,HARRY REID,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S151-152; text as passed Senate: CR S151-152; text of measure as introduced: CR S149)",1,6,2009,https://www.congress.gov/111/bills/sres8/BILLS-111sres8ats.pdf,born
"To amend the DNA Analysis Backlog Elimination Act of 2000 to provide for Debbie Smith grants for auditing sexual assault evidence backlogs, and for other purposes.",112,Senate,John Cornyn,R,Message on House action received in Senate and at desk: House amendments to Senate bill.,1,2,2013,https://www.congress.gov/112/bills/s3250/BILLS-112s3250eah.pdf,sex
A resolution observing the 100th birthday of civil rights icon Rosa Parks and commemorating her legacy.,112,Senate,CARL LEVIN,D,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (text: CR S8232-8233),12,19,2012,https://www.congress.gov/112/bills/sres618/BILLS-112sres618ats.pdf,birth
Observing the 100th birthday of civil rights icon Rosa Parks and commemorating her legacy.,112,House,JOHN CONYERS,D,Referred to the House Committee on the Judiciary.,12,13,2012,https://www.congress.gov/112/bills/hres832/BILLS-112hres832ih.pdf,birth
To amend the Wildfire Suppressing Aircraft Transfer Act of 1996 to facilitate inter-agency agreements with the Air National Guard and the Air Force Reserve to secure Defense Support to Civil Authority (DSCA) missions in the initial airborne response to fighting wildfires.,112,House,ELTON GALLEGLY,R,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",12,5,2012,https://www.congress.gov/112/bills/hr6639/BILLS-112hr6639ih.pdf,born
A resolution congratulating the Nunaka Valley Little League Junior girls softball team on winning the 2012 Little League Junior Softball World Series.,112,Senate,Mark Begich,D,Referred to the Committee on the Judiciary. (text of measure as introduced: CR S6555),9,20,2012,https://www.congress.gov/112/bills/sres571/BILLS-112sres571is.pdf,girl
District of Columbia Pain-Capable Unborn Child Protection Act,112,House,Trent Franks,R,"On motion to suspend the rules and pass the bill, as amended Failed by the Yeas and Nays: (2/3 required): 220 - 154, 2 Present (Roll no. 539).",7,31,2012,https://www.congress.gov/112/bills/hr3803/BILLS-112hr3803rh.pdf,born
"A resolution designating August 16, 2012, as ""National Airborne Day"".",112,Senate,Lisa Murkowski,R,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S5318; text as passed Senate: CR S5318; text of measure as introduced: CR S5308)",7,24,2012,https://www.congress.gov/112/bills/sres527/BILLS-112sres527ats.pdf,born
Recognizing the 150th anniversary of the Rock Island Arsenal and the men and women who currently and have previously worked on Arsenal Island.,112,House,David Loebsack,D,Referred to the Subcommittee on Military Personnel.,7,19,2012,https://www.congress.gov/112/bills/hres720/BILLS-112hres720ih.pdf,women
"Recognizing the importance of frontline health workers toward accelerating progress on global health and saving the lives of women and children, and for other purposes.",112,House,NITA LOWEY,D,Referred to the House Committee on Foreign Affairs.,7,18,2012,https://www.congress.gov/112/bills/hres734/BILLS-112hres734ih.pdf,women
"A bill to amend title 38, United States Code, to improve the furnishing of benefits for homeless veterans who are women or who have dependents, and for other purposes.",112,Senate,Dean Heller,R,Committee on Veterans' Affairs. Hearings held. Hearings printed: S.Hrg. 112-668.,6,27,2012,https://www.congress.gov/112/bills/s3308/BILLS-112s3308is.pdf,women
"A bill to amend title 38, United States Code, to improve the disability compensation evaluation procedure of the Secretary of Veterans Affairs for veterans with post-traumatic stress disorder or mental health conditions related to military sexual trauma, and for other purposes.",112,Senate,Jon Tester,D,Committee on Veterans' Affairs. Hearings held. Hearings printed: S.Hrg. 112-668.,6,27,2012,https://www.congress.gov/112/bills/s1391/BILLS-112s1391is.pdf,sex
To require the Chief of the Forest Service to make the Forest Service First and Second Generation Modular Airborne FireFighting System (MAFFS) units available to units of the Air National Guard and Air Force Reserve that have the aircraft capability and pilot and crew member training adequate for utilizing such firefighting systems to help alleviate the shortage of air tankers to fight wildfires.,112,House,ELTON GALLEGLY,R,"Referred to the Subcommittee on Conservation, Energy, and Forestry.",6,27,2012,https://www.congress.gov/112/bills/hr5965/BILLS-112hr5965ih.pdf,born
A resolution commending the efforts of the women of the American Red Cross Clubmobiles for exemplary service during the Second World War.,112,Senate,Susan Collins,R,Resolution agreed to in Senate without amendment and an amended preamble by Unanimous Consent. (text: CR S4429),6,21,2012,https://www.congress.gov/112/bills/sres471/BILLS-112sres471ats.pdf,women
"Recognizing the 40th anniversary of the enactment of Title IX of the Education Amendments of 1972, which prohibits discrimination on the basis of sex in Federally funded education programs or activities.",112,House,LOUISE SLAUGHTER,D,Referred to the House Committee on Education and the Workforce.,6,21,2012,https://www.congress.gov/112/bills/hres700/BILLS-112hres700ih.pdf,sex
"A resolution celebrating the accomplishments of title IX of the Education Amendments of 1972, also known as the Patsy Takemoto Mink Equal Opportunity in Education Act, and recognizing the need to continue pursuing the goal of equal educational opportunities for all women and girls.",112,Senate,Patty Murray,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S4375-4377; text as passed Senate: CR S4375-4376; text of measure as introduced: CR S4373-4374)",6,20,2012,https://www.congress.gov/112/bills/sres500/BILLS-112sres500ats.pdf,women
"A resolution celebrating the accomplishments of title IX of the Education Amendments of 1972, also known as the Patsy Takemoto Mink Equal Opportunity in Education Act, and recognizing the need to continue pursuing the goal of equal educational opportunities for all women and girls.",112,Senate,Patty Murray,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S4375-4377; text as passed Senate: CR S4375-4376; text of measure as introduced: CR S4373-4374)",6,20,2012,https://www.congress.gov/112/bills/sres500/BILLS-112sres500ats.pdf,girl
"Recognizing the 40th anniversary of title IX, the Federal law that prohibits sex discrimination in education, including high school and college sports and other activities.",112,House,CAROLYN MALONEY,D,Referred to the House Committee on Education and the Workforce.,6,20,2012,https://www.congress.gov/112/bills/hres694/BILLS-112hres694ih.pdf,sex
Honoring Catholic sisters for their contributions to the United States.,112,House,ROSA DELAURO,D,Referred to the House Committee on Oversight and Government Reform.,6,18,2012,https://www.congress.gov/112/bills/hres689/BILLS-112hres689ih.pdf,sisters
"Expressing the sense of the Congress that involuntary homelessness for families, women, and children in America should be eliminated.",112,House,JOHN CONYERS,D,"Referred to the Subcommittee on Insurance, Housing and Community Opportunity.",6,1,2012,https://www.congress.gov/112/bills/hconres119/BILLS-112hconres119ih.pdf,women
Expressing the sense of the House of Representatives that Congress should work to eliminate the facilitated sexual exploitation and trafficking of minors over the Internet.,112,House,John Barrow,D,"Referred to the Subcommittee on Intellectual Property, Competition and the Internet.",5,18,2012,https://www.congress.gov/112/bills/hres649/BILLS-112hres649ih.pdf,sex
"Celebrating the centennial of the birth of Senator Henry M. ""Scoop"" Jackson.",112,House,RICK LARSEN,D,Referred to the House Committee on House Administration.,5,18,2012,https://www.congress.gov/112/bills/hconres125/BILLS-112hconres125ih.pdf,birth
"To amend title 5, United States Code, to provide that spouses and widows or widowers of certain veterans and members of the armed forces receive preference with respect to employment in the competitive service, and for other purposes.",112,House,EDOLPHUS TOWNS,D,Referred to the House Committee on Oversight and Government Reform.,5,18,2012,https://www.congress.gov/112/bills/hr5852/BILLS-112hr5852ih.pdf,widows
A bill to allow funds under title II of the Elementary and Secondary Education Act of 1965 to be used to provide training to school personnel regarding how to recognize child sexual abuse.,112,Senate,Dianne Feinstein,D,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S3131)",5,14,2012,https://www.congress.gov/112/bills/s3173/BILLS-112s3173is.pdf,sex
To extend the temporary suspension of duty on certain work footwear for women.,112,House,Lynn Jenkins,R,Referred to the Subcommittee on Trade.,5,14,2012,https://www.congress.gov/112/bills/hr5618/BILLS-112hr5618ih.pdf,women
To reduce temporarily the rate of duty on certain girls' trousers and breeches.,112,House,EARL BLUMENAUER,D,Referred to the Subcommittee on Trade.,5,14,2012,https://www.congress.gov/112/bills/hr5558/BILLS-112hr5558ih.pdf,girl
To reduce temporarily the rate of duty on certain girls' shorts.,112,House,EARL BLUMENAUER,D,Referred to the Subcommittee on Trade.,5,14,2012,https://www.congress.gov/112/bills/hr5557/BILLS-112hr5557ih.pdf,girl
To suspend temporarily the duty on certain women's footwear.,112,House,Tim Huelskamp,R,Referred to the Subcommittee on Trade.,5,14,2012,https://www.congress.gov/112/bills/hr5432/BILLS-112hr5432ih.pdf,women
To suspend temporarily the duty on certain women's footwear.,112,House,Tim Huelskamp,R,Referred to the Subcommittee on Trade.,5,14,2012,https://www.congress.gov/112/bills/hr5431/BILLS-112hr5431ih.pdf,women
To suspend temporarily the duty on certain non-women's footwear.,112,House,Tim Huelskamp,R,Referred to the Subcommittee on Trade.,5,14,2012,https://www.congress.gov/112/bills/hr5430/BILLS-112hr5430ih.pdf,women
To suspend temporarily the duty on certain non-women's footwear.,112,House,Tim Huelskamp,R,Referred to the Subcommittee on Trade.,5,14,2012,https://www.congress.gov/112/bills/hr5429/BILLS-112hr5429ih.pdf,women
To suspend temporarily the duty on certain women's footwear.,112,House,Tim Huelskamp,R,Referred to the Subcommittee on Trade.,5,14,2012,https://www.congress.gov/112/bills/hr5428/BILLS-112hr5428ih.pdf,women
"To suspend temporarily the duty on certain footwear for girls with outer soles of rubber, plastics, leather, or composition leather and uppers of leather, not covering the ankle.",112,House,Tim Huelskamp,R,Referred to the Subcommittee on Trade.,5,14,2012,https://www.congress.gov/112/bills/hr5424/BILLS-112hr5424ih.pdf,girl
To suspend temporarily the rate of duty on certain leathered footwear for women.,112,House,Suzanne Bonamici,D,Referred to the Subcommittee on Trade.,5,14,2012,https://www.congress.gov/112/bills/hr5330/BILLS-112hr5330ih.pdf,women
Recognizing the potential for the virtual elimination of pediatric HIV and AIDS and keeping HIV positive mothers alive.,112,House,Trent Franks,R,Referred to the Subcommittee on Health.,5,11,2012,https://www.congress.gov/112/bills/hconres123/BILLS-112hconres123ih.pdf,mother
Authorizing the use of Emancipation Hall in the Capitol Visitor Center for an event to celebrate the birthday of King Kamehameha.,112,House,Colleen Hanabusa,D,Message on Senate action sent to the House.,5,10,2012,https://www.congress.gov/112/bills/hconres105/BILLS-112hconres105enr.pdf,birth
A bill to reduce temporarily the duty on girls' knitted or crocheted shorts of synthetic fibers.,112,Senate,Ron Wyden,D,Read twice and referred to the Committee on Finance.,5,9,2012,https://www.congress.gov/112/bills/s3064/BILLS-112s3064is.pdf,girl
A bill to suspend temporarily the duty on women's sports bras of stretch fabric with textile or polymer-based electrodes knit into or attached to the fabric and that incorporate connectors designed to secure an electronic transmitter that transmits physiological information from the electrodes to a compatible monitor.,112,Senate,Ron Wyden,D,Read twice and referred to the Committee on Finance.,5,9,2012,https://www.congress.gov/112/bills/s3061/BILLS-112s3061is.pdf,women
A bill to reduce temporarily the duty on girls' knitted or crocheted trousers and breeches of synthetic fibers.,112,Senate,Ron Wyden,D,Read twice and referred to the Committee on Finance.,5,9,2012,https://www.congress.gov/112/bills/s3060/BILLS-112s3060is.pdf,girl
A bill to suspend temporarily the duty on certain leathered footwear for women.,112,Senate,Ron Wyden,D,Read twice and referred to the Committee on Finance.,5,9,2012,https://www.congress.gov/112/bills/s3057/BILLS-112s3057is.pdf,women
A bill to suspend temporarily the duty on certain leathered footwear for women.,112,Senate,Ron Wyden,D,Read twice and referred to the Committee on Finance.,5,9,2012,https://www.congress.gov/112/bills/s3055/BILLS-112s3055is.pdf,women
"A bill to extend and modify the temporary reduction of duty on certain women's footwear, covering the ankle, whose height from the bottom of the outer sole to the top of the upper does not exceed 8 inches, designed to be worn in lieu of, but not over, other footwear as a protection against water, oil, grease, or chemicals or cold or inclement weather.",112,Senate,Maria Cantwell,D,Read twice and referred to the Committee on Finance.,5,9,2012,https://www.congress.gov/112/bills/s3043/BILLS-112s3043is.pdf,women
"A bill to extend and modify the temporary reduction of duty on certain women's footwear designed to be worn in lieu of, but not over, other footwear as a protection against water, oil, grease, or chemicals or cold or inclement weather.",112,Senate,Maria Cantwell,D,Read twice and referred to the Committee on Finance.,5,9,2012,https://www.congress.gov/112/bills/s3040/BILLS-112s3040is.pdf,women
"A bill to extend and modify the temporary suspension of duty on certain women's footwear, covering the ankle, designed to be worn in lieu of, but not over, other footwear as a protection against water, oil, grease, or chemicals or cold or inclement weather.",112,Senate,Maria Cantwell,D,Read twice and referred to the Committee on Finance.,5,9,2012,https://www.congress.gov/112/bills/s3039/BILLS-112s3039is.pdf,women
